string_value,Category
i hope she never takes my call again.,agent_unprofessional
she sounded as if she was bothered by my call.,agent_unprofessional
"she was rude, rude, rude!",agent_unprofessional
horrible service.,agent_unprofessional
he did not listen to me,agent_unprofessional
the female agent who first answered my call was not helpful.,agent_unprofessional
she was somewhat rude and did not even resolve my issue.,agent_unprofessional
zero follow up or helpful advice during the interaction.,agent_unprofessional
bordered on rude.,agent_unprofessional
service rep was inpatient and out right rude.,agent_unprofessional
not helpful and needs better training on customer service.,agent_unprofessional
the it technician seems very rushed and harried.,agent_unprofessional
the person on the phone seemed to be abrupt & impatient with me.,agent_unprofessional
the person can be more professional on the phone.,agent_unprofessional
"i would make a suggestion that when people feel vulnerable and are having computer/phone issues, please be patient.",agent_unprofessional
he spoke very loudly (which isn't cohesive to a quiet office environment in which doctors and admin staff are working on very important things).,agent_unprofessional
"please ask your techs to be considerate of their surroundings and ""read the room"" when coming to service our devices.",agent_unprofessional
his conversation and volume were very disruptive.,agent_unprofessional
"or, use less volume when speaking.",agent_unprofessional
tech person was unfriendly and not flexible with the issue.,agent_unprofessional
the first person i talked with was not helpful,agent_unprofessional
the first person was not rude but could have given me more info.,agent_unprofessional
i felt rushed as the person told me that they weren't supposed to be spending too much time on the call and the impression was that i just needed to be off the phone.,agent_unprofessional
i was told by staff that when the tech came to fix the phone he was rude.,agent_unprofessional
"i know hold-time can be out of teams control, however, the option of a callback or an team im msg would be nice as a place holder instead of holding on the phone.",long_holdtime
i'm currently in training and was on hold for about 1 hour 30+ mins in total.,long_holdtime
"it took over 20hours to resolve lis issue that affected patient care; poor service, poor communication.",long_holdtime
"on an additional note: this call took place on a sunday, when there was no wait queue.",long_holdtime
i called back this morning (monday) for a separate issue and was in a wait queue for way too long.,long_holdtime
"the assistance from the 'chat' session on service now was not satisfactory - the amount of time it took was almost an hour (long lapses between chat exchanges), it did not answer my original request (difficulty populating the support group in a directed service request), which resulted in the chat technician opening the ticket for me that he directed to the wrong support group.",long_holdtime
"Rep resolved the issue quickly however, i was on hold for over 30 minutes.",long_holdtime
